seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
532,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries",2015,10.1016/j.jwb.2015.03.002,https://doi.org/10.1016/j.jwb.2015.03.002,https://scholar.google.com/scholar?q=Political%20strategies%2C%20entrepreneurial%20overconfidence%20and%20foreign%20direct%20investment%20in%20developing%20countries,https://openalex.org/works?search=Political%20strategies%2C%20entrepreneurial%20overconfidence%20and%20foreign%20direct%20investment%20in%20developing%20countries,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2015.03.002
209,Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,2024,10.1177/21582440241229561,https://doi.org/10.1177/21582440241229561,https://scholar.google.com/scholar?q=Internationalization%20and%20Organizational%20Resilience%20to%20COVID-19%20Crisis%3A%20The%20Moderating%20Effect%20of%20Digitalization,https://openalex.org/works?search=Internationalization%20and%20Organizational%20Resilience%20to%20COVID-19%20Crisis%3A%20The%20Moderating%20Effect%20of%20Digitalization,https://api.unpaywall.org/v2/10.1177%2F21582440241229561
223,Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,2023,10.1177/21582440231210119,https://doi.org/10.1177/21582440231210119,https://scholar.google.com/scholar?q=Promoting%20the%20International%20Competitiveness%20of%20Small%20and%20Medium-Sized%20Enterprises%20Through%20Cross-Border%20E-Commerce%20Development,https://openalex.org/works?search=Promoting%20the%20International%20Competitiveness%20of%20Small%20and%20Medium-Sized%20Enterprises%20Through%20Cross-Border%20E-Commerce%20Development,https://api.unpaywall.org/v2/10.1177%2F21582440231210119
238,"Internationalization, foreign exchange exposure and firm risk",2022,10.1016/j.irfa.2022.102334,https://doi.org/10.1016/j.irfa.2022.102334,https://scholar.google.com/scholar?q=Internationalization%2C%20foreign%20exchange%20exposure%20and%20firm%20risk,https://openalex.org/works?search=Internationalization%2C%20foreign%20exchange%20exposure%20and%20firm%20risk,https://api.unpaywall.org/v2/10.1016%2Fj.irfa.2022.102334
274,Shareholder wealth effects of cultural diversity among blockholders: Evidence from cross-border acquisitions by US-listed companies,2019,10.1111/corg.12273,https://doi.org/10.1111/corg.12273,https://scholar.google.com/scholar?q=Shareholder%20wealth%20effects%20of%20cultural%20diversity%20among%20blockholders%3A%20Evidence%20from%20cross-border%20acquisitions%20by%20US-listed%20companies,https://openalex.org/works?search=Shareholder%20wealth%20effects%20of%20cultural%20diversity%20among%20blockholders%3A%20Evidence%20from%20cross-border%20acquisitions%20by%20US-listed%20companies,https://api.unpaywall.org/v2/10.1111%2Fcorg.12273
315,Efficiency and exports: Evidence from Southern European companies,2015,10.1016/j.jbusres.2015.01.042,https://doi.org/10.1016/j.jbusres.2015.01.042,https://scholar.google.com/scholar?q=Efficiency%20and%20exports%3A%20Evidence%20from%20Southern%20European%20companies,https://openalex.org/works?search=Efficiency%20and%20exports%3A%20Evidence%20from%20Southern%20European%20companies,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2015.01.042
343,The export-growth relationship: estimating a dose-response function,2009,10.2139/ssrn.900545,https://doi.org/10.2139/ssrn.900545,https://scholar.google.com/scholar?q=The%20export-growth%20relationship%3A%20estimating%20a%20dose-response%20function,https://openalex.org/works?search=The%20export-growth%20relationship%3A%20estimating%20a%20dose-response%20function,https://api.unpaywall.org/v2/10.2139%2Fssrn.900545
534,Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,2022,10.1016/j.lrp.2022.102220,https://doi.org/10.1016/j.lrp.2022.102220,https://scholar.google.com/scholar?q=Organizational%20learning%20in%20SMEs%3F%20internationalization%3A%20A%20moderated%20mediating%20effect%20of%20absorptive%20capacity,https://openalex.org/works?search=Organizational%20learning%20in%20SMEs%3F%20internationalization%3A%20A%20moderated%20mediating%20effect%20of%20absorptive%20capacity,https://api.unpaywall.org/v2/10.1016%2Fj.lrp.2022.102220
145,Spatial relativism in multinationality and performance research,2016,,,https://scholar.google.com/scholar?q=Spatial%20relativism%20in%20multinationality%20and%20performance%20research,https://openalex.org/works?search=Spatial%20relativism%20in%20multinationality%20and%20performance%20research,
149,"Environmental Impact, Export Intensity, and Productivity Interactions: An Empirical Index Analysis of the Agri-Food Industry in Spain",2012,,,https://scholar.google.com/scholar?q=Environmental%20Impact%2C%20Export%20Intensity%2C%20and%20Productivity%20Interactions%3A%20An%20Empirical%20Index%20Analysis%20of%20the%20Agri-Food%20Industry%20in%20Spain,https://openalex.org/works?search=Environmental%20Impact%2C%20Export%20Intensity%2C%20and%20Productivity%20Interactions%3A%20An%20Empirical%20Index%20Analysis%20of%20the%20Agri-Food%20Industry%20in%20Spain,
154,A Study on the Relationship between Multinationality and Performance among Korean Firms,2010,,,https://scholar.google.com/scholar?q=A%20Study%20on%20the%20Relationship%20between%20Multinationality%20and%20Performance%20among%20Korean%20Firms,https://openalex.org/works?search=A%20Study%20on%20the%20Relationship%20between%20Multinationality%20and%20Performance%20among%20Korean%20Firms,
156,"Multinationality, R&D Intensity, and Firm Performance: Evidence from U.S. Manufacturing Firms",2008,,,https://scholar.google.com/scholar?q=Multinationality%2C%20R%26D%20Intensity%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20U.S.%20Manufacturing%20Firms,https://openalex.org/works?search=Multinationality%2C%20R%26D%20Intensity%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20U.S.%20Manufacturing%20Firms,
367,The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,2024,,,https://scholar.google.com/scholar?q=The%20Synergy%20Effect%20of%20Internationalization%20and%20R%26D%20Intensity%20on%20Firm%20Performance%20in%20Korea%3A%20A%20Perspective%20Based%20on%20Knowledge-%20Based%20Theory,https://openalex.org/works?search=The%20Synergy%20Effect%20of%20Internationalization%20and%20R%26D%20Intensity%20on%20Firm%20Performance%20in%20Korea%3A%20A%20Perspective%20Based%20on%20Knowledge-%20Based%20Theory,
368,Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,2024,,,https://scholar.google.com/scholar?q=Productivity%20Improvements%20Triggered%20by%20Robotization%20and%20Internationalization%20Processes%3A%20The%20Spanish%20Experience,https://openalex.org/works?search=Productivity%20Improvements%20Triggered%20by%20Robotization%20and%20Internationalization%20Processes%3A%20The%20Spanish%20Experience,
371,Exports and firm growth: the moderating effect of innovation,2023,,,https://scholar.google.com/scholar?q=Exports%20and%20firm%20growth%3A%20the%20moderating%20effect%20of%20innovation,https://openalex.org/works?search=Exports%20and%20firm%20growth%3A%20the%20moderating%20effect%20of%20innovation,
372,Antecedents to firm performance during re-internationalization,2022,,,https://scholar.google.com/scholar?q=Antecedents%20to%20firm%20performance%20during%20re-internationalization,https://openalex.org/works?search=Antecedents%20to%20firm%20performance%20during%20re-internationalization,
386,International Experts' Influence on Company Internationalization,2021,,,https://scholar.google.com/scholar?q=International%20Experts%27%20Influence%20on%20Company%20Internationalization,https://openalex.org/works?search=International%20Experts%27%20Influence%20on%20Company%20Internationalization,
400,"Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies",2018,,,https://scholar.google.com/scholar?q=Exploring%20the%20Relationship%20Between%20Internationalization%20Stage%2C%20Innovation%2C%20and%20Performance%3A%20The%20Case%20of%20Spanish%20Companies,https://openalex.org/works?search=Exploring%20the%20Relationship%20Between%20Internationalization%20Stage%2C%20Innovation%2C%20and%20Performance%3A%20The%20Case%20of%20Spanish%20Companies,
401,Internationalization and performance: the role of depth and breadth,2018,,,https://scholar.google.com/scholar?q=Internationalization%20and%20performance%3A%20the%20role%20of%20depth%20and%20breadth,https://openalex.org/works?search=Internationalization%20and%20performance%3A%20the%20role%20of%20depth%20and%20breadth,
408,Internationalization choices and Italian firm performance during the crisis,2017,,,https://scholar.google.com/scholar?q=Internationalization%20choices%20and%20Italian%20firm%20performance%20during%20the%20crisis,https://openalex.org/works?search=Internationalization%20choices%20and%20Italian%20firm%20performance%20during%20the%20crisis,
414,Types of foreign networks and internationalization performance of Korean SMEs,2016,,,https://scholar.google.com/scholar?q=Types%20of%20foreign%20networks%20and%20internationalization%20performance%20of%20Korean%20SMEs,https://openalex.org/works?search=Types%20of%20foreign%20networks%20and%20internationalization%20performance%20of%20Korean%20SMEs,
418,Internationalisation and performance in Spanish family SMES: The W-curve,2016,,,https://scholar.google.com/scholar?q=Internationalisation%20and%20performance%20in%20Spanish%20family%20SMES%3A%20The%20W-curve,https://openalex.org/works?search=Internationalisation%20and%20performance%20in%20Spanish%20family%20SMES%3A%20The%20W-curve,
431,Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,2014,,,https://scholar.google.com/scholar?q=Effect%20of%20Internationalization%20on%20the%20Cost%20Efficiency%20of%20Taiwan%27s%20Banks,https://openalex.org/works?search=Effect%20of%20Internationalization%20on%20the%20Cost%20Efficiency%20of%20Taiwan%27s%20Banks,
436,"Innovation, Exports and Technical Efficiency in Spain",2014,,,https://scholar.google.com/scholar?q=Innovation%2C%20Exports%20and%20Technical%20Efficiency%20in%20Spain,https://openalex.org/works?search=Innovation%2C%20Exports%20and%20Technical%20Efficiency%20in%20Spain,
446,"Internationalization, internalization and the performance of US biopharmaceutical SMEs",2011,,,https://scholar.google.com/scholar?q=Internationalization%2C%20internalization%20and%20the%20performance%20of%20US%20biopharmaceutical%20SMEs,https://openalex.org/works?search=Internationalization%2C%20internalization%20and%20the%20performance%20of%20US%20biopharmaceutical%20SMEs,
451,Productivity and Internationalization: A Micro-Data Approach,2011,,,https://scholar.google.com/scholar?q=Productivity%20and%20Internationalization%3A%20A%20Micro-Data%20Approach,https://openalex.org/works?search=Productivity%20and%20Internationalization%3A%20A%20Micro-Data%20Approach,
459,"Internationalization and size, age and profitability in the United Kingdom",2004,,,https://scholar.google.com/scholar?q=Internationalization%20and%20size%2C%20age%20and%20profitability%20in%20the%20United%20Kingdom,https://openalex.org/works?search=Internationalization%20and%20size%2C%20age%20and%20profitability%20in%20the%20United%20Kingdom,
499,Born Global Strategies and the Corporate Performance of Korean Firms,2023,,,https://scholar.google.com/scholar?q=Born%20Global%20Strategies%20and%20the%20Corporate%20Performance%20of%20Korean%20Firms,https://openalex.org/works?search=Born%20Global%20Strategies%20and%20the%20Corporate%20Performance%20of%20Korean%20Firms,
514,Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,2012,,,https://scholar.google.com/scholar?q=Proactive%20management%20of%20political%20risk%20and%20corporate%20performance%3A%20The%20case%20of%20Spanish%20multinational%20enterprises,https://openalex.org/works?search=Proactive%20management%20of%20political%20risk%20and%20corporate%20performance%3A%20The%20case%20of%20Spanish%20multinational%20enterprises,
518,Are more exports better for a firm's performance? The moderating effect of FDI,2009,,,https://scholar.google.com/scholar?q=Are%20more%20exports%20better%20for%20a%20firm%27s%20performance%3F%20The%20moderating%20effect%20of%20FDI,https://openalex.org/works?search=Are%20more%20exports%20better%20for%20a%20firm%27s%20performance%3F%20The%20moderating%20effect%20of%20FDI,
522,Exchange rate movements and the profitability of US multinationals,2000,,,https://scholar.google.com/scholar?q=Exchange%20rate%20movements%20and%20the%20profitability%20of%20US%20multinationals,https://openalex.org/works?search=Exchange%20rate%20movements%20and%20the%20profitability%20of%20US%20multinationals,
359,Internationalization rhythm and corporate innovation performance in an emerging market,2025,,,https://scholar.google.com/scholar?q=Internationalization%20rhythm%20and%20corporate%20innovation%20performance%20in%20an%20emerging%20market,https://openalex.org/works?search=Internationalization%20rhythm%20and%20corporate%20innovation%20performance%20in%20an%20emerging%20market,
364,THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,2024,,,https://scholar.google.com/scholar?q=THE%20INFLUENCE%20OF%20INTERNATIONALIZATION%20ON%20THE%20FINANCIAL%20PERFORMANCE%20OF%20BRAZILIAN%20AND%20EUROPEAN%20COMPANIES,https://openalex.org/works?search=THE%20INFLUENCE%20OF%20INTERNATIONALIZATION%20ON%20THE%20FINANCIAL%20PERFORMANCE%20OF%20BRAZILIAN%20AND%20EUROPEAN%20COMPANIES,
369,Does internationalization matter for corporate social performance of Chinese firms?,2023,,,https://scholar.google.com/scholar?q=Does%20internationalization%20matter%20for%20corporate%20social%20performance%20of%20Chinese%20firms%3F,https://openalex.org/works?search=Does%20internationalization%20matter%20for%20corporate%20social%20performance%20of%20Chinese%20firms%3F,
403,Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,2018,,,https://scholar.google.com/scholar?q=Performance%20of%20business%20group%20affiliated%20firms%20in%20emerging%20markets%20Causal%20mediation%20analysis%20of%20internationalization%20and%20investment%20into%20innovation%20strategy,https://openalex.org/works?search=Performance%20of%20business%20group%20affiliated%20firms%20in%20emerging%20markets%20Causal%20mediation%20analysis%20of%20internationalization%20and%20investment%20into%20innovation%20strategy,
423,The diversity of the top management team and the survival and success of international companies: The case of Spanish companies with foreign direct investment in China,2016,,,https://scholar.google.com/scholar?q=The%20diversity%20of%20the%20top%20management%20team%20and%20the%20survival%20and%20success%20of%20international%20companies%3A%20The%20case%20of%20Spanish%20companies%20with%20foreign%20direct%20investment%20in%20China,https://openalex.org/works?search=The%20diversity%20of%20the%20top%20management%20team%20and%20the%20survival%20and%20success%20of%20international%20companies%3A%20The%20case%20of%20Spanish%20companies%20with%20foreign%20direct%20investment%20in%20China,
424,Performance implications of internationalization strategies for Chinese MNCs,2015,,,https://scholar.google.com/scholar?q=Performance%20implications%20of%20internationalization%20strategies%20for%20Chinese%20MNCs,https://openalex.org/works?search=Performance%20implications%20of%20internationalization%20strategies%20for%20Chinese%20MNCs,
426,THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,2015,,,https://scholar.google.com/scholar?q=THE%20INFLUENCE%20OF%20ENTREPRENEURIAL%20INTENSITY%20AND%20CAPABILITIES%20ON%20INTERNATIONALISATION%20AND%20FIRM%20PERFORMANCE,https://openalex.org/works?search=THE%20INFLUENCE%20OF%20ENTREPRENEURIAL%20INTENSITY%20AND%20CAPABILITIES%20ON%20INTERNATIONALISATION%20AND%20FIRM%20PERFORMANCE,
428,"Home institutions, internationalization and firm performance Evidence from listed Chinese firms",2015,,,https://scholar.google.com/scholar?q=Home%20institutions%2C%20internationalization%20and%20firm%20performance%20Evidence%20from%20listed%20Chinese%20firms,https://openalex.org/works?search=Home%20institutions%2C%20internationalization%20and%20firm%20performance%20Evidence%20from%20listed%20Chinese%20firms,
449,A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,2011,,,https://scholar.google.com/scholar?q=A%20Contingency%20Theory%20of%20Internationalization%20Performance%20for%20Emerging%20Market%20Multinational%20Enterprises,https://openalex.org/works?search=A%20Contingency%20Theory%20of%20Internationalization%20Performance%20for%20Emerging%20Market%20Multinational%20Enterprises,
453,Internationalization and firm performance: Exploring the moderating effects of regional diversification,2010,,,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20regional%20diversification,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20regional%20diversification,
454,Relationships between business factors and performance in internationalization An empirical study in China,2009,,,https://scholar.google.com/scholar?q=Relationships%20between%20business%20factors%20and%20performance%20in%20internationalization%20An%20empirical%20study%20in%20China,https://openalex.org/works?search=Relationships%20between%20business%20factors%20and%20performance%20in%20internationalization%20An%20empirical%20study%20in%20China,
511,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,2016,,,https://scholar.google.com/scholar?q=Rethinking%20the%20Literature%20on%20the%20Performance%20of%20Chinese%20Multinational%20Enterprises,https://openalex.org/works?search=Rethinking%20the%20Literature%20on%20the%20Performance%20of%20Chinese%20Multinational%20Enterprises,
139,Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,2021,,,https://scholar.google.com/scholar?q=Sector%20productivity%20and%20geographical%20diversification%20as%20export%20enhancing%20factors%3A%20the%20case%20of%20Portugal,https://openalex.org/works?search=Sector%20productivity%20and%20geographical%20diversification%20as%20export%20enhancing%20factors%3A%20the%20case%20of%20Portugal,
360,Internationalisation and the Financial Performance of Companies,2025,,,https://scholar.google.com/scholar?q=Internationalisation%20and%20the%20Financial%20Performance%20of%20Companies,https://openalex.org/works?search=Internationalisation%20and%20the%20Financial%20Performance%20of%20Companies,
362,"Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",2025,,,https://scholar.google.com/scholar?q=Relationship%20Among%20R%26D%2C%20Productivity%2C%20and%20Firm%20Exports%3A%20The%20Moderating%20Role%20of%20Credit%20Constraints,https://openalex.org/works?search=Relationship%20Among%20R%26D%2C%20Productivity%2C%20and%20Firm%20Exports%3A%20The%20Moderating%20Role%20of%20Credit%20Constraints,
366,THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,2024,,,https://scholar.google.com/scholar?q=THE%20MODERATING%20EFFECT%20OF%20WOMEN%20MANAGERS%20IN%20THE%20INTERNATIONALISATION%20AND%20INTELLECTUAL%20CAPITAL-PERFORMANCE%20RELATIONSHIP,https://openalex.org/works?search=THE%20MODERATING%20EFFECT%20OF%20WOMEN%20MANAGERS%20IN%20THE%20INTERNATIONALISATION%20AND%20INTELLECTUAL%20CAPITAL-PERFORMANCE%20RELATIONSHIP,
383,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",2021,,,https://scholar.google.com/scholar?q=Is%20internationalisation%20beneficial%20for%20novice%20internationalisers%3F%20The%20performance%20effects%20of%20firm-specific%20advantages%2C%20internationalisation%20degree%20and%20firm%20size%20revisited,https://openalex.org/works?search=Is%20internationalisation%20beneficial%20for%20novice%20internationalisers%3F%20The%20performance%20effects%20of%20firm-specific%20advantages%2C%20internationalisation%20degree%20and%20firm%20size%20revisited,
387,"Export activity, R&D investment, and foreign ownership: does it matter for productivity?",2021,,,https://scholar.google.com/scholar?q=Export%20activity%2C%20R%26D%20investment%2C%20and%20foreign%20ownership%3A%20does%20it%20matter%20for%20productivity%3F,https://openalex.org/works?search=Export%20activity%2C%20R%26D%20investment%2C%20and%20foreign%20ownership%3A%20does%20it%20matter%20for%20productivity%3F,
388,"Innovation, internationalisation and the performance of microbusinesses",2020,,,https://scholar.google.com/scholar?q=Innovation%2C%20internationalisation%20and%20the%20performance%20of%20microbusinesses,https://openalex.org/works?search=Innovation%2C%20internationalisation%20and%20the%20performance%20of%20microbusinesses,
411,Rapid internationalization and long-term performance: The knowledge link,2017,,,https://scholar.google.com/scholar?q=Rapid%20internationalization%20and%20long-term%20performance%3A%20The%20knowledge%20link,https://openalex.org/works?search=Rapid%20internationalization%20and%20long-term%20performance%3A%20The%20knowledge%20link,
416,Speed of SME Internationalization and Performance,2016,,,https://scholar.google.com/scholar?q=Speed%20of%20SME%20Internationalization%20and%20Performance,https://openalex.org/works?search=Speed%20of%20SME%20Internationalization%20and%20Performance,
419,The effect of social networks and dynamic internationalization capabilities on international performance,2016,,,https://scholar.google.com/scholar?q=The%20effect%20of%20social%20networks%20and%20dynamic%20internationalization%20capabilities%20on%20international%20performance,https://openalex.org/works?search=The%20effect%20of%20social%20networks%20and%20dynamic%20internationalization%20capabilities%20on%20international%20performance,
427,R&D internationalization and innovation performance,2015,,,https://scholar.google.com/scholar?q=R%26D%20internationalization%20and%20innovation%20performance,https://openalex.org/works?search=R%26D%20internationalization%20and%20innovation%20performance,
439,In at the Deep End of Firm Internationalization,2013,,,https://scholar.google.com/scholar?q=In%20at%20the%20Deep%20End%20of%20Firm%20Internationalization,https://openalex.org/works?search=In%20at%20the%20Deep%20End%20of%20Firm%20Internationalization,
450,Rapid FDI expansion and firm performance,2011,,,https://scholar.google.com/scholar?q=Rapid%20FDI%20expansion%20and%20firm%20performance,https://openalex.org/works?search=Rapid%20FDI%20expansion%20and%20firm%20performance,
455,How Firm Performance Affects Internationalization,2009,,,https://scholar.google.com/scholar?q=How%20Firm%20Performance%20Affects%20Internationalization,https://openalex.org/works?search=How%20Firm%20Performance%20Affects%20Internationalization,
502,Internationalisation path heterogeneity and growth for international new ventures,2021,,,https://scholar.google.com/scholar?q=Internationalisation%20path%20heterogeneity%20and%20growth%20for%20international%20new%20ventures,https://openalex.org/works?search=Internationalisation%20path%20heterogeneity%20and%20growth%20for%20international%20new%20ventures,
504,Internationalization and failure risk patterns Evidence from young Estonian manufacturing exporters,2019,,,https://scholar.google.com/scholar?q=Internationalization%20and%20failure%20risk%20patterns%20Evidence%20from%20young%20Estonian%20manufacturing%20exporters,https://openalex.org/works?search=Internationalization%20and%20failure%20risk%20patterns%20Evidence%20from%20young%20Estonian%20manufacturing%20exporters,
505,MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,2019,,,https://scholar.google.com/scholar?q=MODELLING%20INTERNATIONALIZATION%20OF%20HIGH%20GROWTH%20FIRMS%3A%20MICRO%20LEVEL%20APPROACH,https://openalex.org/works?search=MODELLING%20INTERNATIONALIZATION%20OF%20HIGH%20GROWTH%20FIRMS%3A%20MICRO%20LEVEL%20APPROACH,
509,"Manufacturing exports, profitability and working capital",2018,,,https://scholar.google.com/scholar?q=Manufacturing%20exports%2C%20profitability%20and%20working%20capital,https://openalex.org/works?search=Manufacturing%20exports%2C%20profitability%20and%20working%20capital,
515,Innovation and internationalization as growth strategies: The role of technological capabilities and appropriability,2011,,,https://scholar.google.com/scholar?q=Innovation%20and%20internationalization%20as%20growth%20strategies%3A%20The%20role%20of%20technological%20capabilities%20and%20appropriability,https://openalex.org/works?search=Innovation%20and%20internationalization%20as%20growth%20strategies%3A%20The%20role%20of%20technological%20capabilities%20and%20appropriability,
516,"MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES",2011,,,https://scholar.google.com/scholar?q=MNC%20STRATEGIES%2C%20EXOGENOUS%20SHOCKS%2C%20AND%20PERFORMANCE%20OUTCOMES,https://openalex.org/works?search=MNC%20STRATEGIES%2C%20EXOGENOUS%20SHOCKS%2C%20AND%20PERFORMANCE%20OUTCOMES,
517,Value Creation and Home Region Internationalization of U.S. MNEs,2010,,,https://scholar.google.com/scholar?q=Value%20Creation%20and%20Home%20Region%20Internationalization%20of%20U.S.%20MNEs,https://openalex.org/works?search=Value%20Creation%20and%20Home%20Region%20Internationalization%20of%20U.S.%20MNEs,
520,A Study on the Born Global Venture Corporation's Characteristics and Performance,2007,,,https://scholar.google.com/scholar?q=A%20Study%20on%20the%20Born%20Global%20Venture%20Corporation%27s%20Characteristics%20and%20Performance,https://openalex.org/works?search=A%20Study%20on%20the%20Born%20Global%20Venture%20Corporation%27s%20Characteristics%20and%20Performance,
147,Export intensity and the productivity gains of exporting,2013,,,https://scholar.google.com/scholar?q=Export%20intensity%20and%20the%20productivity%20gains%20of%20exporting,https://openalex.org/works?search=Export%20intensity%20and%20the%20productivity%20gains%20of%20exporting,
407,Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,2018,,,https://scholar.google.com/scholar?q=Exports-performance%20relationship%20in%20Russian%20manufacturing%20companies%20Does%20foreign%20ownership%20play%20an%20enhancing%20role%3F,https://openalex.org/works?search=Exports-performance%20relationship%20in%20Russian%20manufacturing%20companies%20Does%20foreign%20ownership%20play%20an%20enhancing%20role%3F,
535,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,2012,,,https://scholar.google.com/scholar?q=The%20impact%20of%20business%20group%20diversification%20on%20emerging%20market%20multinationals%3A%20Evidence%20from%20Latin%20America,https://openalex.org/works?search=The%20impact%20of%20business%20group%20diversification%20on%20emerging%20market%20multinationals%3A%20Evidence%20from%20Latin%20America,
138,Global strategy collections: Multinationality and performance,2023,,,https://scholar.google.com/scholar?q=Global%20strategy%20collections%3A%20Multinationality%20and%20performance,https://openalex.org/works?search=Global%20strategy%20collections%3A%20Multinationality%20and%20performance,
140,The multinationality and performance relationship: Revisiting the literature and exploring the implications,2020,,,https://scholar.google.com/scholar?q=The%20multinationality%20and%20performance%20relationship%3A%20Revisiting%20the%20literature%20and%20exploring%20the%20implications,https://openalex.org/works?search=The%20multinationality%20and%20performance%20relationship%3A%20Revisiting%20the%20literature%20and%20exploring%20the%20implications,
141,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide",2017,,,https://scholar.google.com/scholar?q=Multinationality%2C%20R%26D%20and%20productivity%3A%20Evidence%20from%20the%20top%20R%26D%20investors%20worldwide,https://openalex.org/works?search=Multinationality%2C%20R%26D%20and%20productivity%3A%20Evidence%20from%20the%20top%20R%26D%20investors%20worldwide,
142,A critical perspective on the measurement of performance in the empirical multinationality and performance literature,2017,,,https://scholar.google.com/scholar?q=A%20critical%20perspective%20on%20the%20measurement%20of%20performance%20in%20the%20empirical%20multinationality%20and%20performance%20literature,https://openalex.org/works?search=A%20critical%20perspective%20on%20the%20measurement%20of%20performance%20in%20the%20empirical%20multinationality%20and%20performance%20literature,
143,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,2017,,,https://scholar.google.com/scholar?q=A%20Quasi-experimental%20Approach%20to%20the%20Multinationality-performance%20Relationship%3A%20An%20Application%20to%20Learning-by-exporting,https://openalex.org/works?search=A%20Quasi-experimental%20Approach%20to%20the%20Multinationality-performance%20Relationship%3A%20An%20Application%20to%20Learning-by-exporting,
144,A research note on multinationality and firm performance Nonparametric frontier analysis,2017,,,https://scholar.google.com/scholar?q=A%20research%20note%20on%20multinationality%20and%20firm%20performance%20Nonparametric%20frontier%20analysis,https://openalex.org/works?search=A%20research%20note%20on%20multinationality%20and%20firm%20performance%20Nonparametric%20frontier%20analysis,
146,From M-P to MA-P: Multinationality alignment and performance,2014,,,https://scholar.google.com/scholar?q=From%20M-P%20to%20MA-P%3A%20Multinationality%20alignment%20and%20performance,https://openalex.org/works?search=From%20M-P%20to%20MA-P%3A%20Multinationality%20alignment%20and%20performance,
150,"Multinationality, foreignness and institutional distance in the relation between R&D and productivity",2012,,,https://scholar.google.com/scholar?q=Multinationality%2C%20foreignness%20and%20institutional%20distance%20in%20the%20relation%20between%20R%26D%20and%20productivity,https://openalex.org/works?search=Multinationality%2C%20foreignness%20and%20institutional%20distance%20in%20the%20relation%20between%20R%26D%20and%20productivity,
151,HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,2012,,,https://scholar.google.com/scholar?q=HOW%20GOOD%20ARE%20MULTINATIONALITY-PERFORMANCE%20%28M-P%29%20EMPIRICAL%20STUDIES%3F,https://openalex.org/works?search=HOW%20GOOD%20ARE%20MULTINATIONALITY-PERFORMANCE%20%28M-P%29%20EMPIRICAL%20STUDIES%3F,
152,Triple testing the quality of multinationality-performance research,2012,,,https://scholar.google.com/scholar?q=Triple%20testing%20the%20quality%20of%20multinationality-performance%20research,https://openalex.org/works?search=Triple%20testing%20the%20quality%20of%20multinationality-performance%20research,
153,A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIONALITY ON PERFORMANCE,2011,,,https://scholar.google.com/scholar?q=A%20THEORETICAL%20ASSESSMENT%20OF%20THE%20EMPIRICAL%20LITERATURE%20ON%20THE%20IMPACT%20OF%20MULTINATIONALITY%20ON%20PERFORMANCE,https://openalex.org/works?search=A%20THEORETICAL%20ASSESSMENT%20OF%20THE%20EMPIRICAL%20LITERATURE%20ON%20THE%20IMPACT%20OF%20MULTINATIONALITY%20ON%20PERFORMANCE,
